xy_p xy_n yz_p yz_n zx_p zx_n
87 963 29 514 346 109 
92 915 21 529 389 102 
92 878 14 566 424 74 
101 954 130 288 565 10 
92 947 120 318 560 11 
89 873 102 376 603 5 
69 1051 150 38 733 7 
68 964 144 52 820 0 
74 852 156 58 908 0 
5 922 11 830 157 123 
0 1173 107 160 594 14 
0 1034 126 204 678 6 
0 887 61 245 855 0 
0 448 141 387 1066 6 
0 1105 3 405 535 0 
0 976 61 448 563 0 
0 285 6 786 969 2 
0 1103 1 524 416 4 
0 987 0 560 448 53 
0 327 0 939 775 7 
0 1039 0 653 232 124 
0 885 0 822 273 68 
1 432 9 1065 395 146 
17 998 11 778 110 134 
19 934 10 774 164 147 
19 693 5 899 339 93 
13 988 28 553 361 105 
10 922 25 583 413 95 
19 762 18 697 497 55 
11 967 116 385 550 19 
10 922 105 420 583 8 
12 773 70 509 678 6 
5 1013 148 131 749 2 
8 925 124 182 808 1 
11 735 101 334 862 5 
702 698 36 193 24 395 
353 1019 471 2 104 99 
438 746 442 24 398 0 
522 706 355 40 410 15 
583 745 148 165 407 0 
154 1136 128 279 298 53 
40 1168 82 370 361 27 
46 1111 52 404 418 17 
346 1172 80 175 194 81 
131 1173 62 304 309 69 
45 1125 36 399 407 36 
392 1154 49 150 173 130 
426 1136 27 172 195 92 
455 1107 14 207 210 55 
607 608 26 120 1 686 
679 636 46 141 6 540 
768 748 11 220 47 254 
767 412 400 1 1 467 
819 398 354 4 3 470 
964 432 210 6 4 432 
744 409 477 4 1 413 
768 403 456 2 2 417 
903 453 356 2 3 331 
771 401 550 1 2 323 
803 407 504 2 3 329 
989 363 528 4 3 161 
0 914 14 723 267 130 
0 1134 116 270 511 17 
0 1031 88 333 591 5 
0 885 129 356 676 2 
0 346 82 503 1102 15 
0 1150 0 442 456 0 
0 1006 0 520 522 0 
0 328 6 819 892 3 
0 1043 4 596 342 63 
0 888 0 657 376 127 
0 329 11 1041 579 88 
0 920 6 884 50 188 
0 743 0 1052 46 207 
0 534 13 1156 216 129 
0 1002 18 662 208 158 
0 949 22 687 252 138 
0 749 14 839 364 82 
0 1046 40 462 416 84 
0 1016 17 503 489 23 
0 850 34 573 553 38 
0 976 157 266 645 4 
0 951 145 296 647 9 
0 798 75 386 775 14 
0 887 194 18 940 9 
0 755 211 14 1064 4 
0 598 130 195 1109 16 
0 886 2 897 160 103 
0 1181 73 186 567 41 
0 1110 72 199 639 28 
0 960 81 251 743 13 
0 518 101 316 1113 0 
0 1077 1 407 559 4 
0 998 39 425 567 19 
0 852 6 510 679 1 
0 1095 0 545 405 3 
0 1009 0 571 426 42 
0 836 0 679 525 8 
0 1091 0 643 220 94 
0 950 0 737 265 96 
0 547 0 1029 374 98 
0 1101 9 755 84 99 
0 1012 0 826 105 105 
0 836 0 944 170 98 
0 1045 22 542 353 86 
0 1010 12 563 380 83 
0 865 5 683 465 30 
0 1031 89 381 534 13 
0 998 92 405 550 3 
0 889 44 457 652 6 
0 1067 93 110 759 19 
0 998 100 118 832 0 
0 802 115 198 933 0 
695 269 289 229 158 408 
125 906 131 354 363 169 
144 804 215 402 390 93 
158 795 230 404 419 42 
219 769 222 428 410 0 
64 1040 73 450 316 105 
91 1002 81 496 338 40 
206 728 152 432 386 144 
191 801 100 382 385 189 
203 773 44 401 402 225 
265 728 1 416 430 208 
324 464 144 535 0 581 
351 460 9 614 39 575 
517 352 0 563 255 361 
599 316 364 180 130 459 
635 304 344 223 119 423 
689 254 285 226 219 375 
657 171 547 10 130 533 
687 136 496 40 172 517 
629 295 367 172 214 371 
587 334 445 145 179 358 
587 292 430 178 213 348 
670 253 373 247 225 280 
368 679 461 0 454 86 
447 561 465 6 552 17 
492 394 327 252 572 11 
0 714 0 1097 68 169 
0 1081 138 57 726 46 
0 1011 147 50 797 43 
0 666 154 74 1123 31 
0 357 78 461 1123 29 
0 978 32 424 602 12 
0 875 82 436 630 25 
0 337 40 653 997 21 
0 985 0 519 521 23 
0 930 0 569 549 0 
0 371 13 833 805 26 
0 976 0 605 382 85 
0 851 0 668 433 96 
0 301 13 1085 569 80 
0 886 0 950 3 209 
0 734 0 1072 45 197 
0 425 9 1052 477 85 
0 921 0 683 317 127 
0 890 2 680 356 120 
0 556 21 815 577 79 
0 945 81 463 530 29 
0 892 39 516 562 39 
0 642 44 652 670 40 
0 931 108 260 723 26 
0 901 112 303 714 18 
0 596 50 529 843 30 
286 24 38 913 644 143 
18 517 278 444 601 190 
28 419 250 509 747 95 
16 407 263 531 817 14 
36 345 197 545 893 32 
4 474 157 598 701 114 
6 455 119 631 769 68 
10 379 84 712 836 27 
21 433 81 742 565 206 
19 445 28 783 591 182 
21 388 8 844 640 147 
76 454 69 791 313 345 
60 419 2 914 321 332 
109 298 75 1078 279 209 
236 275 156 758 251 372 
253 236 127 770 292 370 
275 202 119 798 313 341 
295 146 228 623 465 291 
290 164 206 631 450 307 
294 115 195 675 475 294 
269 175 293 432 671 208 
257 193 307 424 686 181 
274 163 303 445 693 170 
216 330 440 106 827 129 
228 283 412 133 871 121 
255 263 386 159 912 73 
306 551 382 113 31 665 
8 1202 456 0 31 351 
190 1098 378 111 218 53 
191 1133 346 113 206 59 
181 1076 372 108 186 125 
48 1417 159 118 177 129 
55 1431 169 117 173 103 
63 1305 196 140 181 163 
47 1423 133 183 112 150 
58 1403 111 178 130 168 
60 1311 167 175 141 194 
186 1142 60 189 104 367 
181 1178 57 184 119 329 
184 1056 131 180 113 384 
309 443 389 110 19 778 
358 339 422 121 22 786 
319 423 437 110 25 734 
305 291 665 18 20 749 
353 269 643 27 20 736 
365 291 640 36 20 696 
319 243 774 22 15 675 
361 260 716 21 30 660 
360 340 659 20 32 637 
302 435 767 21 126 397 
331 344 774 26 131 442 
296 502 686 25 121 418 
0 396 32 1146 433 41 
0 1212 122 242 448 24 
0 980 123 171 760 14 
0 922 124 165 833 4 
0 728 93 214 1013 0 
0 955 63 424 589 17 
0 919 37 449 638 5 
0 850 73 450 671 4 
0 917 6 565 501 59 
0 932 4 580 523 9 
0 874 4 639 527 4 
0 941 12 659 347 89 
0 897 8 697 352 94 
0 795 7 800 345 101 
0 1024 29 822 50 123 
0 948 11 926 34 129 
0 822 20 996 77 133 
0 946 34 625 340 103 
0 896 35 649 367 101 
0 852 26 668 405 97 
0 931 107 436 531 43 
0 897 95 475 548 33 
0 860 71 493 605 19 
0 958 113 206 748 23 
0 923 112 227 772 14 
0 865 108 263 799 13 
848 68 107 708 125 192 
688 193 347 58 433 329 
694 200 295 50 610 199 
766 105 297 42 624 214 
1045 49 208 89 606 51 
847 166 264 145 409 217 
880 141 270 164 431 162 
1049 56 258 165 499 21 
973 153 213 266 242 201 
1025 126 183 305 249 160 
1173 41 159 274 254 147 
837 159 233 420 134 265 
885 137 151 438 166 271 
1030 65 21 515 158 259 
717 179 146 643 43 320 
931 108 105 616 36 252 
804 83 114 732 99 216 
1214 66 277 164 27 300 
1236 33 256 193 34 296 
1160 31 225 334 80 218 
1270 61 273 66 95 283 
1347 13 246 63 104 275 
1322 10 207 131 170 208 
1213 75 299 30 170 261 
1223 31 293 36 229 236 
1150 33 234 74 338 219 
1114 4 69 515 91 255 
593 118 244 404 594 95 
459 131 256 407 704 91 
467 0 224 445 839 73 
894 0 0 558 596 0 
473 153 119 592 581 130 
537 133 94 597 590 97 
884 0 0 593 571 0 
464 129 90 701 423 241 
477 0 78 850 448 195 
910 0 0 589 549 0 
734 62 8 889 31 324 
862 29 6 833 69 249 
844 0 0 649 555 0 
1212 27 114 360 18 317 
1125 12 82 498 68 263 
879 0 1 615 550 3 
1265 0 240 149 142 252 
1241 0 193 207 212 195 
924 0 2 561 560 1 
1209 26 315 17 372 109 
1157 14 247 71 483 76 
875 0 5 564 604 0 
719 68 306 30 919 6 
853 33 217 71 868 6 
800 0 0 573 675 0 
2 800 184 658 372 32 
1 1776 120 31 108 12 
1 1414 165 31 437 0 
1 1279 167 69 532 0 
2 1255 162 85 544 0 
0 1565 104 88 286 5 
0 1565 44 109 329 1 
0 1549 0 131 368 0 
0 1591 70 208 159 20 
0 1594 2 257 181 14 
0 1567 0 272 209 0 
0 1502 111 279 120 36 
0 1505 1 376 158 8 
0 1416 53 376 168 35 
4 1454 137 362 47 44 
5 1425 135 400 42 41 
4 1401 129 422 55 37 
3 1491 130 221 174 29 
4 1478 110 246 185 25 
5 1430 101 293 198 21 
1 1529 121 129 250 18 
3 1509 116 136 270 14 
3 1482 94 148 314 7 
3 1433 173 73 366 0 
4 1437 158 46 403 0 
4 1432 136 68 408 0 
97 210 219 657 674 191 
0 1256 260 132 140 260 
74 782 380 35 709 68 
66 698 426 16 832 10 
91 611 375 38 919 14 
0 951 227 276 502 92 
0 915 206 307 548 72 
0 861 186 358 643 0 
0 941 118 437 383 169 
0 934 81 472 425 136 
0 944 43 538 462 61 
0 929 80 543 233 263 
0 877 58 616 248 249 
0 798 0 741 290 219 
129 780 26 683 18 412 
132 735 9 778 3 391 
162 564 15 872 23 412 
233 730 167 464 120 334 
225 716 167 465 142 333 
234 701 161 490 137 325 
226 744 282 264 331 201 
222 729 275 281 342 199 
238 693 246 306 367 198 
210 759 368 65 511 135 
217 716 352 87 531 145 
219 687 352 96 551 143 
347 547 234 247 435 238 
0 1401 267 58 32 290 
71 1232 108 291 278 68 
101 1133 99 331 352 32 
160 1034 61 384 390 19 
95 1266 49 290 300 48 
93 1246 23 304 344 38 
97 1191 42 334 357 27 
100 1255 52 302 292 47 
96 1251 31 334 314 22 
100 1181 31 357 343 36 
67 1236 62 277 297 109 
92 1167 30 341 332 86 
109 1067 15 385 357 115 
286 613 157 309 63 620 
290 580 121 348 120 589 
302 666 66 373 122 519 
256 605 366 209 202 410 
288 556 374 198 207 425 
294 568 323 244 225 394 
240 622 413 200 209 364 
280 557 411 215 217 368 
281 577 390 216 254 330 
246 641 550 115 303 193 
267 645 531 115 350 140 
274 668 469 136 335 166 
0 631 14 937 344 122 
0 1270 143 184 435 16 
0 1082 147 100 699 20 
0 903 178 85 877 5 
0 687 178 137 1046 0 
0 1082 62 334 550 20 
0 1023 94 359 565 7 
0 917 38 411 681 1 
0 1047 0 504 439 58 
0 1078 0 516 454 0 
0 951 0 594 503 0 
0 1146 3 540 275 84 
0 988 0 635 293 132 
0 738 0 867 343 100 
0 1077 17 774 20 160 
0 927 12 931 18 160 
0 835 0 992 57 164 
0 1082 24 547 264 131 
0 988 27 599 317 117 
0 949 14 628 345 112 
0 1073 130 368 462 15 
0 1026 122 388 495 17 
0 981 34 448 579 6 
0 1085 160 136 661 6 
0 998 153 171 725 1 
0 947 134 189 776 2 
0 490 16 979 530 33 
0 1179 88 285 484 12 
0 1053 62 277 639 17 
0 956 108 264 718 2 
0 729 75 309 935 0 
0 974 45 459 560 10 
0 964 0 483 601 0 
0 882 0 516 650 0 
0 982 0 579 424 63 
0 942 0 624 449 33 
0 859 0 662 477 50 
0 1047 7 707 173 114 
0 899 1 844 177 127 
0 671 0 1036 243 98 
0 1054 26 710 159 99 
1 946 9 786 196 110 
1 871 1 840 228 107 
0 1020 21 529 388 90 
0 943 28 550 446 81 
0 888 10 606 476 68 
1 1000 112 365 564 6 
1 935 100 395 607 10 
0 877 91 426 653 1 
1 1081 120 85 752 9 
1 968 123 83 873 0 
0 829 122 114 983 0 
966 187 141 397 225 132 
186 480 763 34 74 511 
233 667 628 97 317 106 
328 607 642 135 336 0 
369 567 555 194 363 0 
215 599 489 130 220 395 
231 525 524 143 232 393 
245 529 475 215 273 311 
220 584 435 201 143 465 
236 559 425 212 164 452 
256 537 361 247 208 439 
214 640 178 299 99 618 
286 593 139 316 118 596 
329 577 94 346 178 524 
493 250 477 47 2 779 
454 96 594 152 22 730 
486 116 442 220 54 730 
543 80 717 0 0 708 
602 36 701 17 0 692 
641 19 676 41 0 671 
574 65 711 0 0 698 
616 34 691 0 9 698 
658 19 668 0 25 678 
465 181 705 0 23 674 
482 77 685 14 125 665 
457 63 685 25 201 617 
0 660 9 863 466 50 
0 1197 98 290 446 17 
0 1107 65 298 567 11 
0 1001 86 327 627 7 
0 780 55 398 815 0 
0 1071 29 442 498 8 
0 1060 0 490 498 0 
0 963 0 529 556 0 
0 1059 0 561 357 71 
0 1005 0 597 387 59 
0 899 0 670 404 75 
0 1082 9 729 87 141 
0 964 6 876 60 142 
0 587 0 1174 117 170 
0 1093 18 621 203 113 
0 990 10 708 229 111 
0 921 1 739 283 104 
0 1069 38 449 400 92 
0 1027 40 482 423 76 
0 941 17 555 504 31 
0 1079 120 275 568 6 
0 995 115 324 607 7 
0 938 95 372 641 2 
0 1094 128 13 802 11 
0 916 147 7 976 2 
0 761 161 40 1086 0 
80 618 18 1038 95 199 
0 1133 94 131 654 36 
0 1023 95 106 788 36 
1 802 95 163 964 23 
0 498 139 200 1206 5 
0 1005 24 410 591 18 
0 930 54 438 607 19 
0 823 20 485 717 3 
0 983 0 549 489 27 
0 953 0 575 508 12 
0 835 0 646 567 0 
0 1017 0 637 314 80 
0 916 0 686 339 107 
0 679 0 902 413 54 
71 977 31 781 7 181 
85 790 26 938 15 194 
94 683 13 989 56 213 
102 895 55 566 266 164 
101 831 57 585 317 157 
102 740 52 640 363 151 
78 913 118 384 478 77 
89 833 131 409 509 77 
107 770 85 459 565 62 
70 971 129 156 653 69 
90 877 147 184 703 47 
95 737 150 220 804 42 
118 948 48 588 142 204 
0 1331 258 19 337 103 
0 1151 267 39 538 53 
0 1087 212 140 607 2 
0 861 195 188 740 64 
0 1233 156 251 346 62 
0 1248 113 292 393 2 
0 1151 17 373 506 1 
4 1216 56 373 237 162 
2 1250 1 422 255 118 
11 1142 1 555 325 14 
16 1169 48 484 97 234 
15 1096 2 609 127 199 
20 849 53 743 189 194 
104 1011 111 479 44 299 
104 946 110 519 65 304 
123 877 73 556 130 289 
132 1035 144 369 162 206 
133 988 143 363 180 241 
136 929 154 396 203 230 
116 1070 222 173 325 142 
129 1026 248 181 328 136 
131 967 242 214 343 151 
104 1061 310 1 467 105 
104 1015 298 24 502 105 
115 936 276 77 569 75 
84 903 20 640 206 195 
55 1657 270 9 48 9 
78 1250 301 14 405 0 
84 1072 287 13 592 0 
77 1044 256 56 615 0 
0 1504 62 182 295 5 
12 1419 58 209 350 0 
14 1351 0 236 447 0 
17 1526 2 261 223 19 
40 1509 0 262 237 0 
30 1410 1 291 315 1 
0 1495 1 318 161 73 
15 1370 0 399 175 89 
28 1261 0 531 216 12 
85 1253 1 430 5 274 
99 1085 0 567 4 293 
83 1089 0 576 50 250 
119 1237 58 306 96 232 
128 1190 41 342 114 233 
119 1165 38 374 153 199 
124 1245 197 189 209 84 
128 1229 172 214 231 74 
136 1194 151 240 260 67 
113 1258 250 74 316 37 
112 1184 236 103 378 35 
121 1185 212 115 387 28 
138 1147 30 413 52 268 
0 1660 173 21 171 23 
32 1463 145 27 368 13 
58 1397 36 65 487 5 
70 1193 137 98 550 0 
0 1643 2 154 249 0 
5 1577 0 175 291 0 
10 1442 0 220 376 0 
4 1556 1 264 147 76 
11 1548 0 310 179 0 
26 1381 0 389 244 8 
62 1311 21 379 73 202 
82 1217 3 451 81 214 
91 1039 0 520 100 298 
133 1168 80 330 26 311 
123 1238 47 325 23 292 
138 1173 12 384 36 305 
163 1196 151 196 104 238 
161 1193 143 203 119 229 
171 1146 134 248 148 201 
149 1197 296 78 240 88 
158 1180 262 87 273 88 
165 1141 247 112 306 77 
111 1110 345 3 435 44 
108 1173 309 12 425 21 
125 1046 330 31 503 13 
1 938 19 892 58 140 
0 1346 137 86 464 15 
1 1047 171 123 697 9 
1 794 149 185 919 0 
0 565 84 455 939 5 
0 1192 53 325 478 0 
0 1097 93 347 509 2 
0 577 45 628 779 19 
0 1223 0 442 383 0 
0 1176 0 460 412 0 
0 578 21 713 694 42 
0 1186 1 519 220 122 
0 948 0 721 287 92 
0 523 5 893 515 112 
1 1070 14 777 25 161 
1 975 0 873 40 159 
0 580 1 936 438 93 
1 1093 27 533 281 113 
1 1046 24 530 340 107 
1 831 13 667 488 48 
1 1122 125 344 445 11 
1 1059 104 384 490 10 
0 855 54 538 582 19 
1 1106 156 136 649 0 
1 1070 146 165 665 1 
1 688 85 439 830 5 
168 487 37 945 214 197 
76 859 219 77 763 54 
137 802 322 24 739 24 
146 515 276 29 1081 1 
171 429 180 335 933 0 
9 762 47 507 710 13 
17 669 97 524 729 12 
68 236 75 679 990 0 
0 731 0 661 656 0 
0 690 0 676 682 0 
3 480 0 764 801 0 
16 742 0 702 514 74 
21 640 0 767 512 108 
79 182 0 992 701 94 
107 722 15 934 6 264 
147 576 1 1028 29 267 
208 319 0 1051 292 178 
136 534 66 796 357 159 
135 524 45 783 394 167 
150 382 2 848 523 143 
150 587 134 516 590 71 
151 521 100 575 639 62 
161 381 66 701 707 32 
124 542 191 347 810 34 
137 531 181 390 783 26 
143 347 148 524 886 0 
5 323 9 983 624 104 
5 1008 111 281 627 16 
3 911 141 29 942 22 
5 691 195 18 1134 5 
7 202 185 203 1451 0 
2 731 60 483 761 11 
0 646 69 531 797 5 
3 465 61 609 910 0 
0 715 0 686 640 7 
0 636 0 724 688 0 
3 565 0 752 728 0 
2 757 3 813 391 82 
2 672 0 862 413 99 
5 451 0 1036 494 62 
4 765 11 816 316 136 
5 461 4 999 450 129 
7 370 0 1133 391 147 
6 726 25 658 523 110 
6 654 28 716 535 109 
6 562 2 799 581 98 
12 728 126 538 571 73 
11 664 159 567 582 65 
6 597 65 666 701 13 
4 713 122 505 700 4 
5 607 116 544 774 2 
5 507 101 583 852 0 
110 974 6 552 253 153 
42 1282 251 0 437 36 
2 1293 165 86 493 9 
61 1165 91 85 645 1 
94 852 164 99 838 1 
0 1297 39 272 430 10 
3 1280 18 300 447 0 
11 1224 7 312 494 0 
0 1330 8 384 311 15 
0 1300 0 428 320 0 
0 1245 0 446 357 0 
1 1280 7 468 187 105 
26 1216 0 515 215 76 
51 1099 0 654 230 14 
117 1113 30 548 10 230 
129 1026 15 628 26 224 
128 970 10 639 99 202 
134 1094 97 371 200 152 
147 1054 89 380 219 159 
152 1009 85 393 261 148 
140 1056 160 243 321 128 
142 1048 153 256 339 110 
154 1005 142 273 367 107 
116 1120 187 128 447 50 
125 1080 182 134 485 42 
128 1050 180 165 496 29 
179 739 144 650 22 314 
51 1292 282 0 303 120 
153 1082 288 0 525 0 
145 943 266 0 584 110 
182 723 266 69 717 91 
0 1416 112 126 394 0 
0 1380 104 138 426 0 
20 1198 66 191 573 0 
0 1383 76 269 238 82 
0 1341 45 307 292 63 
0 1269 29 373 348 29 
1 1406 0 409 105 127 
5 1371 0 447 119 106 
33 1228 0 564 158 65 
185 910 49 539 0 365 
180 758 185 608 0 317 
195 788 83 607 62 313 
231 832 330 219 61 375 
226 895 306 222 66 333 
247 834 282 296 109 280 
229 846 362 126 137 348 
238 869 331 136 140 334 
264 849 299 161 172 303 
220 853 353 58 260 304 
229 874 322 64 272 287 
215 885 279 113 333 223 
48 752 51 564 633 0 
33 818 48 518 631 0 
21 833 0 564 630 0 
9 805 39 532 663 0 
34 666 37 601 710 0 
13 820 0 543 672 0 
5 835 0 571 637 0 
31 665 8 627 717 0 
20 816 0 548 664 0 
3 825 0 532 688 0 
26 673 19 616 714 0 
20 785 0 568 675 0 
11 747 44 590 656 0 
34 670 41 598 705 0 
63 657 65 616 647 0 
55 740 60 580 613 0 
40 786 62 593 567 0 
55 782 70 538 603 0 
63 790 60 509 626 0 
37 802 36 518 655 0 
58 800 71 477 642 0 
59 793 53 507 636 0 
35 803 25 520 665 0 
57 664 66 526 731 4 
52 747 56 497 696 0 
40 768 49 489 702 0 
210 188 18 925 527 180 
55 624 170 448 741 10 
44 580 174 391 849 10 
42 514 184 258 1047 3 
124 317 90 381 1136 0 
0 561 32 644 800 11 
1 520 43 654 829 1 
4 465 24 691 864 0 
0 578 0 764 673 33 
0 540 0 806 693 9 
2 473 0 834 739 0 
16 573 1 795 543 120 
20 514 0 864 522 128 
44 378 0 1022 530 74 
169 464 27 928 217 243 
193 403 11 951 243 247 
205 322 6 948 328 239 
248 355 118 649 484 194 
246 327 108 687 491 189 
241 295 81 709 541 181 
270 346 205 518 599 110 
285 318 186 528 617 114 
264 281 148 576 676 103 
202 387 212 386 823 38 
203 367 207 395 840 36 
210 304 193 412 900 29 
0 945 47 820 193 43 
0 1464 58 0 466 60 
0 1045 76 73 799 55 
0 763 74 123 1054 34 
0 618 45 450 870 65 
0 1211 29 391 408 9 
0 1148 27 388 469 16 
0 827 26 436 726 33 
4 1194 22 398 405 25 
0 1127 28 451 418 24 
0 841 33 595 552 27 
0 1238 8 465 301 36 
0 1139 4 552 319 34 
0 819 34 756 405 34 
0 1123 50 728 94 53 
0 961 46 837 156 48 
0 628 47 874 464 35 
8 1188 40 495 276 41 
19 1114 45 505 315 50 
25 983 49 530 425 36 
0 1241 44 345 385 33 
0 1150 43 369 458 28 
4 1026 52 448 482 36 
0 1191 43 275 499 40 
0 1149 32 304 526 37 
0 988 25 426 577 32 
102 1244 82 348 178 94 
0 1552 43 148 259 46 
8 1510 0 190 340 0 
13 1410 0 236 389 0 
33 1110 15 372 518 0 
0 1515 0 264 269 0 
0 1443 0 304 301 0 
0 1276 0 380 392 0 
2 1501 0 359 186 0 
16 1397 0 391 244 0 
26 1141 0 502 370 9 
142 964 0 738 1 203 
125 721 114 864 60 164 
157 391 74 1076 176 174 
115 1252 139 263 144 135 
121 1218 134 293 142 140 
123 1107 120 373 209 116 
123 1308 110 191 200 116 
127 1269 124 214 195 119 
128 1151 112 271 275 111 
108 1283 137 139 265 116 
116 1246 125 153 280 128 
124 1134 103 202 384 101 
127 1174 182 0 564 1 
117 880 133 36 772 110 
143 489 145 207 979 85 
461 407 42 558 231 349 
87 921 424 162 248 206 
39 915 400 187 408 99 
149 707 355 112 669 56 
379 317 167 271 911 3 
29 877 263 319 413 147 
44 835 235 345 466 123 
141 645 149 445 572 96 
30 875 148 398 345 252 
44 834 129 449 354 238 
145 636 97 538 473 159 
47 919 100 376 201 405 
167 663 44 638 157 379 
377 311 9 858 283 210 
357 426 322 297 12 634 
463 321 213 484 47 520 
470 404 137 525 80 432 
414 515 357 176 57 529 
437 423 331 282 111 464 
421 394 246 383 218 386 
425 512 540 51 184 336 
434 418 499 95 302 300 
430 404 402 201 377 234 
354 425 673 2 314 280 
469 321 521 28 507 202 
478 418 417 55 587 93 
0 788 17 993 130 120 
0 1274 139 68 552 15 
0 1102 147 67 725 7 
0 934 143 92 878 1 
0 626 172 119 1131 0 
0 1117 46 335 539 11 
0 1022 94 361 567 4 
0 908 22 412 704 2 
0 1129 2 476 401 40 
0 1078 2 512 445 11 
0 950 2 599 496 1 
0 1140 3 560 258 87 
0 1002 3 632 287 124 
0 774 2 836 343 93 
0 1150 11 713 20 154 
0 976 4 892 25 151 
0 851 3 972 64 158 
0 1069 23 555 282 119 
0 1011 12 592 314 119 
0 965 8 630 355 90 
0 1084 125 360 458 21 
0 1045 94 402 487 20 
0 975 60 448 547 18 
0 1110 139 156 636 7 
0 1027 142 187 690 2 
0 945 121 223 757 2 
72 960 3 721 181 111 
0 1103 93 222 617 13 
7 989 103 291 653 5 
5 785 71 370 817 0 
19 317 97 557 1043 15 
0 1052 0 462 534 0 
0 961 23 495 565 4 
9 254 10 864 900 11 
4 1048 0 570 419 7 
0 901 0 631 451 65 
9 250 4 924 820 41 
19 997 0 718 175 139 
22 665 0 965 307 89 
24 393 13 1006 517 95 
73 984 0 667 195 129 
78 950 7 719 177 117 
74 613 12 826 452 71 
91 930 36 528 359 104 
85 898 24 556 387 98 
107 681 25 677 511 47 
91 954 122 297 571 13 
88 915 111 346 581 7 
107 675 54 485 708 19 
67 995 151 45 786 4 
61 951 146 43 847 0 
63 536 88 463 883 15 
531 69 43 703 479 223 
159 953 306 161 345 124 
184 968 346 0 445 105 
353 621 213 17 828 16 
383 373 252 204 826 10 
7 875 131 438 511 86 
22 853 122 433 541 77 
48 821 107 499 545 28 
11 872 98 483 484 100 
14 863 96 488 490 97 
21 835 81 508 515 88 
17 885 92 513 397 144 
40 829 77 540 430 132 
57 811 10 583 469 118 
418 643 97 377 0 513 
494 233 106 739 0 476 
553 150 88 792 68 397 
448 530 240 272 246 312 
479 492 236 287 259 295 
487 469 235 296 273 288 
440 503 295 263 267 280 
482 490 283 259 257 277 
510 462 265 269 276 266 
372 559 305 263 300 249 
397 526 301 275 308 241 
444 477 294 275 337 221 
874 103 56 510 154 351 
486 177 250 267 734 134 
355 212 263 130 1038 50 
558 155 222 112 977 24 
635 29 249 180 955 0 
303 177 198 595 683 92 
341 170 170 584 689 94 
429 155 67 584 778 35 
306 213 111 661 634 123 
312 198 107 664 647 120 
390 151 74 686 690 57 
339 170 82 678 569 210 
373 167 69 708 541 190 
537 122 11 752 553 73 
948 131 66 587 35 281 
842 108 145 547 83 323 
892 91 21 481 204 359 
905 43 185 426 246 243 
922 36 169 417 271 233 
897 7 188 481 208 267 
945 0 220 318 350 215 
964 2 190 331 365 196 
904 9 226 354 374 181 
908 61 233 197 472 177 
895 60 247 213 471 162 
912 35 276 206 477 142 
1 643 14 865 450 75 
0 1160 136 283 457 12 
0 1088 96 268 584 12 
0 946 124 290 680 8 
1 625 104 380 938 0 
0 963 47 468 559 11 
0 951 27 500 570 0 
0 876 0 549 623 0 
0 980 0 579 431 58 
0 940 0 582 460 66 
0 883 0 655 500 10 
0 1093 11 631 175 138 
1 860 5 769 246 167 
1 546 0 1027 299 175 
1 1051 24 682 146 144 
1 938 11 774 167 157 
1 897 4 796 197 153 
0 983 33 527 394 111 
1 919 39 552 434 103 
1 861 21 594 477 94 
1 977 141 362 561 6 
1 923 137 398 580 9 
1 873 119 428 621 6 
1 1074 164 78 728 3 
1 936 169 104 838 0 
1 871 160 131 885 0 
7 357 12 1042 521 109 
3 890 121 214 805 15 
2 827 122 95 994 8 
1 509 94 122 1322 0 
5 151 114 664 1111 3 
1 695 6 583 759 4 
2 586 63 606 787 4 
6 153 33 802 1045 9 
2 681 0 749 616 0 
3 600 0 757 688 0 
4 159 4 987 872 22 
1 750 1 904 313 79 
2 595 0 1016 323 112 
6 154 5 1140 646 97 
4 657 13 833 406 135 
5 469 0 973 489 112 
6 368 5 952 624 93 
2 672 18 703 552 101 
5 613 11 736 585 98 
8 437 17 872 671 43 
2 686 118 589 644 9 
8 641 108 598 689 4 
5 450 38 705 833 17 
5 622 130 501 790 0 
6 527 112 532 870 1 
6 407 91 623 917 4 
386 287 36 221 43 1075 
6 595 753 8 118 568 
240 516 718 8 237 329 
304 527 866 11 292 48 
325 425 952 37 287 22 
81 542 627 85 169 544 
102 535 608 102 175 526 
120 520 608 124 196 480 
32 572 572 150 144 578 
49 534 567 157 164 577 
